Date,80237,80236,80239,80238,80246,80247,80249,80010,80123,80202,80204,80203,80206,80205,80207,80210,80209,80212,80211,80216,80219,80218,80221,80220,80223,80222,80224,80227,80231,80230,80235
2003-02-28,244300,212800,179600,294400,219900,126000,198400,159300,228900,306100,173000,177200,323800,190800,198400,277200,346800,219700,222200,144000,169300,240800,181400,253500,169700,210500,225900,222300,201700,376500,194100
2003-03-31,245000,212800,179700,294600,221100,125600,197800,159700,229000,307200,173200,176800,323900,190500,198200,277300,347200,220300,222200,144200,169400,240900,181500,252800,170100,210800,226300,222100,202100,376400,194700
2003-04-30,245800,212700,179800,294800,222100,125300,197300,160000,229000,308100,173400,176200,323700,190300,197900,277500,347100,220500,221900,143800,169500,240900,181500,251900,170300,210800,226700,221800,202600,376300,195100
2003-05-31,246600,212400,180000,295100,223000,125100,197000,160100,228800,308600,173500,175700,323400,190200,197700,277800,346600,220300,221500,143700,169400,240800,181300,251300,170600,210800,227100,221600,203400,376400,195500
2003-06-30,247600,212100,180200,295600,223900,125100,196900,160100,228700,308800,173700,175600,323300,190500,197700,278400,345800,220100,221100,144100,169400,240500,181200,250900,170800,210800,227600,221500,204100,376500,195800
2003-07-31,248700,211900,180500,296300,224600,125200,197200,159800,228800,308700,174100,175800,323200,191200,198100,279400,345200,219900,221000,144700,169400,240100,181000,251000,171000,210900,228100,221600,204500,376500,196000
2003-08-31,249900,212000,181000,297200,225300,125200,197700,159600,229100,308600,174500,176300,323100,192200,198700,280700,344900,219800,221000,145800,169600,239700,180800,251400,171300,211100,228600,221800,204800,376600,196100
2003-09-30,251100,212100,181500,298300,225900,125100,198400,159300,229800,308800,174900,177100,323200,193300,199600,282400,345200,219900,221300,146100,169800,239600,180900,252000,171700,211500,229200,222200,205100,376900,196100
2003-10-31,252300,212400,182100,299600,226500,125000,199000,159300,230800,309800,175400,177800,323500,194300,200600,284300,345800,220100,221700,145300,170200,239900,181100,252700,172200,212100,229800,222700,205400,377700,196100
2003-11-30,253300,212700,182500,301000,227300,125000,199600,159400,231900,311900,175700,178600,323800,194900,201400,286100,346400,220300,222300,145300,170500,240400,181300,253200,172600,212700,230100,223200,205700,378700,195900
2003-12-31,254100,213100,182700,302000,227900,125000,200000,159700,232900,314800,176000,179200,323900,195500,202100,287500,347100,220300,223000,146200,170800,241200,181800,253600,172900,213200,230400,223700,206000,380000,195700
2004-01-31,254700,213500,182800,302600,228400,125000,200400,160000,233700,317800,176300,179900,324100,196000,202900,288700,347900,220200,223800,146900,171100,241900,182200,254100,173200,213500,230500,224200,206400,381700,195500
2004-02-29,255300,214000,182800,303200,228400,124900,200900,160400,234200,320500,176600,180800,324700,196900,204100,289500,349100,220300,224700,147100,171400,242800,182700,254700,173500,213800,230600,224600,206900,383900,195500
2004-03-31,255900,214600,182900,304100,228200,124900,201500,160700,234500,322700,176900,182000,325700,198100,205500,290400,350700,220500,225800,147000,171600,243700,183100,255500,173900,214100,230700,225100,207400,386400,195800
